year,month,owner_org,owner_org_title_x,reference_number,procurement_id,vendor_name,vendor_postal_code,buyer_name,contract_date,economic_object_code,description_en,description_fr,contract_period_start,delivery_date,contract_value,original_value,amendment_value,comments_en,comments_fr,additional_comments_en,additional_comments_fr,agreement_type_code,trade_agreement,land_claims,commodity_type,commodity_code,country_of_vendor,solicitation_procedure,limited_tendering_reason,trade_agreement_exceptions,aboriginal_business,aboriginal_business_incidental,intellectual_property,potential_commercial_exploitation,former_public_servant,contracting_entity,standing_offer_number,instrument_type,ministers_office,number_of_bids,article_6_exceptions,award_criteria,socioeconomic_indicator,reporting_period,record_created,record_modified,user_modified,owner_org_title_y,_merge,source
2020.0,4.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600404,P1600404,Global Upholstery Co. Inc.,,,2016-01-22,,"1231 Office furniture and furnishings, incl. Parts",1231 Mobilier et ameublement du bureau incluant des pièces,2016-01-22,2016-01-22,23850.06,23850.06,,Purchase of filing cabinets.,Achat de classeurs.,,,,,,G,N7110GF,CA,TC,,0,,N,C,N,N,1,E60HN-12CABL/001/HN,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,4.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600449,P1600449,Gwen Brodsky Barrister & Solicitor,,,2016-02-12,,0410 Legal Services,0410 Services juridiques,2016-02-16,2016-04-29,33900.0,33900.0,,Legal research and analysis regarding systemic remedies.,Recherche juridique et analyse concernant les solutions systémiques.,,,,,,S,R003A,CA,TN,,0,,N,C,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,4.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600507,P1600507,"Hannah-Moffat, Kelly",,,2016-03-24,,0410 Legal Services,0410 Services juridiques,2016-03-28,2017-03-31,15000.0,15000.0,,Preparation of an expert opinion report for a case.,Préparation d'un rapport d'avis d'experts pour un cas.,,,,,,S,R003A,CA,TN,,0,,N,A5,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,4.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600416,P1600416,IT services CANADA INC.,,,2016-01-28,,0473 Information Technology and Telecommunications Consultants,,2016-02-11,2016-03-31,54240.0,54240.0,,Provision of information technology services for the Commission's Wi-Fi project.,Prestation de services de technologie de l’information pour le projet Wi-Fi de la Commission.,,,,,,S,D302A,CA,TC,,0,,Y,A5,N,N,1,E60ZT-120001/244/ZT,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,4.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600438,P1600438,"Law Office, Pearl Eliadis",,,2016-02-09,,0499 Other professional services not elsewhere specified,0499 Autres services professionnels non précisés ailleurs,2016-02-09,2016-03-31,56556.5,56556.5,,Preparation of a discussion paper and provision of legal advisory services.,Préparation d'un document de travail et fourniture de services conseil juridique.,,,,,,S,R003A,CA,TN,,0,,N,A5,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,4.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600072-3,P1600072-3,Modis Canada Inc.,,,2015-07-27,,0473 Information Technology and Telecommunications Consultants,0473 Experts-conseil en technologie de l'information,2015-08-04,2017-07-31,88035.48,78614.1,9421.38,Provision of Web and Intranet support Services.,Prestation de services de programmation pour notre site Web et intranet.,,,C,,,S,D302A,CA,TC,,0,,N,A5,N,N,1,EN578-055605/313/EI,A,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,4.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600395,P1600395,Nisha Technologies Inc.,,,2016-01-18,,1282 Computer Equipment - Servers (includes related parts and peripherals),1282 Matériel informatique - serveurs (y compris les pièces et périphériques connexes),2016-01-30,2016-01-30,36765.91,36765.91,,Provision of network servers.,Achat de serveurs.,,,C,,,G,N7025421,CA,TC,,0,,Y,B,N,N,1,E60EJ-11000C/005/EJ,A,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,4.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600384,P1600384,Oracle Canada ULC,,,2016-03-23,,0584 License/Maintenance fees for Server Operating System and Utility Software,0584-Frais de licence/maintenance du système d'exploitation des serveurs et des logiciels utilitaires,2016-04-01,2017-03-31,44661.41,44661.41,,"Purchase of Oracle software update, licence and support.","Achat de la mise à jour, d'une licence et du soutien technique du logiciel Oracle.",,,C,,,G,N7030,CA,TC,,0,,N,B,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,4.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600371,P1600371,Excel Human Resources Inc.,,,2016-01-04,,0813 Temporary help services,0813 Services d'aide temporaire,2016-01-12,2016-03-31,10086.61,10086.61,,Provision of temporary help services.,Prestation de services de travail temporaire.,,,,,,S,R201AA,CA,TC,,0,,N,C,N,N,1,E60ZN-110002/046/ZN,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,4.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600490,P1600490,Shaw Centre,,,2016-03-08,,0570 Rental - other,0570 Location - autre,2016-03-08,2016-09-30,12712.5,12712.5,,Rental of conference space for the 2017 Human Rights Symposium.,Location d'espace de conférence pour le symposium des droits de la personne 2017.,,,,,,S,X112A,CA,TC,,0,,N,C,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,4.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600410,P1600410,The Canadian Press Inc.,,,2016-01-22,,0332 Audio visual services,0332 Services audio-visuels,2016-01-25,2016-03-31,12028.85,12028.85,,Provision of photography services for CHRC annual report.,Fourniture de services de photographie pour le rapport annuel de la CCDP.,,,,,,S,T009BO,CA,TN,,0,,N,A5,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,4.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600440,P1600440,The Humphrey Group Inc.,,,2016-02-12,,0499 Other professional services not elsewhere specified,0499 Autres services professionnels non précisés ailleurs,2016-03-30,2016-03-31,23470.0,23470.0,,Provision of training for CHRC employees.,Prestation de formation pour les employés de la CCDP.,,,,,,S,U004A,CA,TN,,0,,N,B,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,4.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600420,P1600420,Toshiba of Canada Limited,,,2016-01-29,,1283 Computer Equipment - Client Computing Domain - Desktop/Personal/Portable (includes related parts and peripherals),,2016-01-29,2016-01-29,33718.4,33718.4,,Provision of computers.,Achat d'ordinateurs.,,,C,,,G,N7010126,CA,TC,,0,,N,C,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,4.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600411,P1600411,bv02 Inc.,,,2016-01-22,,0499 Other professional services not elsewhere specified,0499 Autres services professionnels non précisés ailleurs,2016-01-25,2016-03-31,24577.5,24577.5,,Design and development of the CHRC annual report.,Conception et développement du rapport annuel de la CCDP.,,,,,,S,T002AJA,CA,TN,,0,,N,A5,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600422,P1600422,Advanced Chippewa Technologies Inc.,,,2016-02-09,,0584 License/Maintenance fees for Server Operating System and Utility Software,584-Frais de licence/maintenance du système d'exploitation des serveurs et des logiciels utilitaires,2016-03-23,2017-03-22,11618.1,11618.1,,Purchase of Watchguard firewall for internet security.,Achat du pare-feu Watchguard utilisé pour la sécurité sur Internet.,,,,,,G,N7030,CA,TC,,0,,Y,B,N,N,1,EN578-100808/142/EE,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1300405-4,P1300405-4,Alcea Technologies Inc.,,,2013-01-30,,0664 Repair & Maintenance of Communications/Networking Equipment,0664 Réparation et entretien d'équipement de communication et de réseau,2013-04-01,2017-03-31,423428.96,321731.2,101697.76,Provision of services to support and maintain CHRC applications and databases .,Prestation de services de soutien et d’entretien des applications et bases de données de la Commission.,,,Y,,,S,D302A,CA,TC,,0,,N,A5,N,N,1,EN578-055605/417/EI,A,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600425,P1600425,Alphinat Inc.,,,2016-02-10,,0473 Information Technology and Telecommunications Consultants,0473 Experts-conseil en technologie de l'information,2016-02-10,2016-03-31,16904.8,16904.8,,Provision of programming services in support of the E-filing initiative.,Prestation de services de programmation en appui à l'initiative de la transmission électronique des plaintes. ,,,,,,S,D302A,CA,TN,,0,,N,A5,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1700005,P1700005,Anthony Macauley & Associates Inc.,,,2016-03-31,,0583 License/Maintenance fees for Application Software (including COTS) & Application Development & Delivery Software,0583 Frais de licence/maintenance de logiciels d'application (comprenant les logiciels commerciaux) & logiciels d'élaboration et de mise en œuvre d'applications,2016-04-01,2017-03-31,24679.2,24679.2,,Renewal of annual software license and maintenance for the Commission's financial system.,Renouvellement annuel d’une licence de logiciel et entretien du système financier de la Commission.,,,,,,G,N7030,CA,TN,,0,,N,B,N,N,1,EN578-100808/055/EE,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600403,P1600403,Asokan Business Interiors Inc.,,,2016-01-25,,"1231 Office furniture and furnishings, incl. Parts",1231 Mobilier et ameublement du bureau incluant des pièces,2016-01-25,2016-01-25,12045.8,12045.8,,Purchase of office chairs.,Achat de chaises de bureau.,,,,,,G,N7110C,CA,TC,,0,,Y,C,N,N,1,E60PQ-120001/027/PQ,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1700035,P1700035,Bell Canada,,,2016-03-18,,0230 Voice Communications Services (inc analog/digital voice comm services),0230 Services de communications par la voix (incluant la voix analogue et numérique),2016-04-01,2017-03-31,92208.0,92208.0,,Provision of phone lines for Ottawa & Toronto.,Achat de lignes téléphoniques pour Ottawa et Toronto.,,,N,,,S,S002A,CA,TN,71,0,,N,C,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600461,P1600461,British Columbia Law Institute,,,2016-02-17,,0492 Research Contracts,0492 Recherche,2016-02-17,2016-05-31,15750.0,15750.0,,Report on sex/gender indicators in federal programs/services.,Rapport sur les indicateurs de sexe / genre dans les programmes / services fédéraux.,,,,,,S,R003A,CA,TN,,0,,N,A5,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600412,P1600412,Cedrom-SNI Inc.,,,2016-01-28,,0351 Communications professional services not elsewhere specified,0351 Services professionnels de communications non spécifiés ailleurs,2016-04-01,2017-03-31,18146.94,18146.94,,Provision of online news database.,Service de base de données de nouvelles en ligne.,,,,,,S,T004K,CA,TC,,0,,N,B,N,N,1,EN578-151388/001/CY,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600424,P1600424,Compucom Canada Co.,,,2016-02-09,,0584 License/Maintenance fees for Server Operating System and Utility Software,0584-Frais de licence/maintenance du système d'exploitation des serveurs et des logiciels utilitaires,2016-03-19,2017-03-18,22027.01,22027.01,,"Purchase of Cisco software update, licence and support.","Achat de la mise à jour, d'une licence et du soutien technique du logiciel Cisco.",,,,,,G,N7030,CA,TN,,0,,N,B,N,N,1,EN578-100808/064/EE,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1700001,P1700001,Excel Human Resources Inc.,,,2016-02-25,,0812 Information Technology Managed Services,0812 - Services informatiques,2016-04-01,2017-03-31,14644.8,14644.8,,Provision of data base administrator services.,Prestation de services d'administrateur de base de données.,,,,,,S,D302A,CA,TN,,0,,N,A5,N,N,1,E60ZT-120001/194/ZT,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600404,P1600404,Global Upholstery Co. Inc.,,,2016-01-22,,"1231 Office furniture and furnishings, incl. Parts",1231 Mobilier et ameublement du bureau incluant des pièces,2016-01-22,2016-01-22,23850.06,23850.06,,Purchase of filing cabinets.,Achat de classeurs.,,,,,,G,N7110GF,CA,TC,,0,,N,C,N,N,1,E60HN-12CABL/001/HN,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600449,P1600449,Gwen Brodsky Barrister & Solicitor,,,2016-02-12,,0410 Legal Services,0410 Services juridiques,2016-02-16,2016-04-29,33900.0,33900.0,,Legal research and analysis regarding systemic remedies.,Recherche juridique et analyse concernant les solutions systémiques.,,,,,,S,R003A,CA,TN,,0,,N,C,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600507,P1600507,"Hannah-Moffat, Kelly",,,2016-03-24,,0410 Legal Services,0410 Services juridiques,2016-03-28,2017-03-31,15000.0,15000.0,,Preparation of an expert opinion report for a case.,Préparation d'un rapport d'avis d'experts pour un cas.,,,,,,S,R003A,CA,TN,,0,,N,A5,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600416,P1600416,IT services CANADA INC.,,,2016-01-28,,0473 Information Technology and Telecommunications Consultants,,2016-02-11,2016-03-31,54240.0,54240.0,,Provision of information technology services for the Commission's Wi-Fi project.,Prestation de services de technologie de l’information pour le projet Wi-Fi de la Commission.,,,,,,S,D302A,CA,TC,,0,,Y,A5,N,N,1,E60ZT-120001/244/ZT,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600438,P1600438,"Law Office, Pearl Eliadis",,,2016-02-09,,0499 Other professional services not elsewhere specified,0499 Autres services professionnels non précisés ailleurs,2016-02-09,2016-03-31,56556.5,56556.5,,Preparation of a discussion paper and provision of legal advisory services.,Préparation d'un document de travail et fourniture de services conseil juridique.,,,,,,S,R003A,CA,TN,,0,,N,A5,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600072-3,P1600072-3,Modis Canada Inc.,,,2015-07-27,,0473 Information Technology and Telecommunications Consultants,0473 Experts-conseil en technologie de l'information,2015-08-04,2017-07-31,88035.48,78614.1,9421.38,Provision of Web and Intranet support Services.,Prestation de services de programmation pour notre site Web et intranet.,,,C,,,S,D302A,CA,TC,,0,,N,A5,N,N,1,EN578-055605/313/EI,A,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600395,P1600395,Nisha Technologies Inc.,,,2016-01-18,,1282 Computer Equipment - Servers (includes related parts and peripherals),1282 Matériel informatique - serveurs (y compris les pièces et périphériques connexes),2016-01-30,2016-01-30,36765.91,36765.91,,Provision of network servers.,Achat de serveurs.,,,C,,,G,N7025421,CA,TC,,0,,Y,B,N,N,1,E60EJ-11000C/005/EJ,A,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600384,P1600384,Oracle Canada ULC,,,2016-03-23,,0584 License/Maintenance fees for Server Operating System and Utility Software,0584-Frais de licence/maintenance du système d'exploitation des serveurs et des logiciels utilitaires,2016-04-01,2017-03-31,44661.41,44661.41,,"Purchase of Oracle software update, licence and support.","Achat de la mise à jour, d'une licence et du soutien technique du logiciel Oracle.",,,C,,,G,N7030,CA,TC,,0,,N,B,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600371,P1600371,Excel Human Resources Inc.,,,2016-01-04,,0813 Temporary help services,0813 Services d'aide temporaire,2016-01-12,2016-03-31,10086.61,10086.61,,Provision of temporary help services.,Prestation de services de travail temporaire.,,,,,,S,R201AA,CA,TC,,0,,N,C,N,N,1,E60ZN-110002/046/ZN,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600490,P1600490,Shaw Centre,,,2016-03-08,,0570 Rental - other,0570 Location - autre,2016-03-08,2016-09-30,12712.5,12712.5,,Rental of conference space for the 2017 Human Rights Symposium.,Location d'espace de conférence pour le symposium des droits de la personne 2017.,,,,,,S,X112A,CA,TC,,0,,N,C,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600410,P1600410,The Canadian Press Inc.,,,2016-01-22,,0332 Audio visual services,0332 Services audio-visuels,2016-01-25,2016-03-31,12028.85,12028.85,,Provision of photography services for CHRC annual report.,Fourniture de services de photographie pour le rapport annuel de la CCDP.,,,,,,S,T009BO,CA,TN,,0,,N,A5,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600440,P1600440,The Humphrey Group Inc.,,,2016-02-12,,0499 Other professional services not elsewhere specified,0499 Autres services professionnels non précisés ailleurs,2016-03-30,2016-03-31,23470.0,23470.0,,Provision of training for CHRC employees.,Prestation de formation pour les employés de la CCDP.,,,,,,S,U004A,CA,TN,,0,,N,B,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600420,P1600420,Toshiba of Canada Limited,,,2016-01-29,,1283 Computer Equipment - Client Computing Domain - Desktop/Personal/Portable (includes related parts and peripherals),,2016-01-29,2016-01-29,33718.4,33718.4,,Provision of computers.,Achat d'ordinateurs.,,,C,,,G,N7010126,CA,TC,,0,,N,C,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,7.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600411,P1600411,bv02 Inc.,,,2016-01-22,,0499 Other professional services not elsewhere specified,0499 Autres services professionnels non précisés ailleurs,2016-01-25,2016-03-31,24577.5,24577.5,,Design and development of the CHRC annual report.,Conception et développement du rapport annuel de la CCDP.,,,,,,S,T002AJA,CA,TN,,0,,N,A5,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,10.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600422,P1600422,Advanced Chippewa Technologies Inc.,,,2016-02-09,,0584 License/Maintenance fees for Server Operating System and Utility Software,584-Frais de licence/maintenance du système d'exploitation des serveurs et des logiciels utilitaires,2016-03-23,2017-03-22,11618.1,11618.1,,Purchase of Watchguard firewall for internet security.,Achat du pare-feu Watchguard utilisé pour la sécurité sur Internet.,,,,,,G,N7030,CA,TC,,0,,Y,B,N,N,1,EN578-100808/142/EE,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,10.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1300405-4,P1300405-4,Alcea Technologies Inc.,,,2013-01-30,,0664 Repair & Maintenance of Communications/Networking Equipment,0664 Réparation et entretien d'équipement de communication et de réseau,2013-04-01,2017-03-31,423428.96,321731.2,101697.76,Provision of services to support and maintain CHRC applications and databases .,Prestation de services de soutien et d’entretien des applications et bases de données de la Commission.,,,Y,,,S,D302A,CA,TC,,0,,N,A5,N,N,1,EN578-055605/417/EI,A,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,10.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1600425,P1600425,Alphinat Inc.,,,2016-02-10,,0473 Information Technology and Telecommunications Consultants,0473 Experts-conseil en technologie de l'information,2016-02-10,2016-03-31,16904.8,16904.8,,Provision of programming services in support of the E-filing initiative.,Prestation de services de programmation en appui à l'initiative de la transmission électronique des plaintes. ,,,,,,S,D302A,CA,TN,,0,,N,A5,N,N,0,,C,,,,,,2015-2016-Q4,,,*,,both,both
2020.0,10.0,chrc-ccdp,Canadian Human Rights Commission | Commission canadienne des droits de la personne,P1700005,P1700005,Anthony Macauley & Associates Inc.,,,2016-03-31,,0583 License/Maintenance fees for Application Software (including COTS) & Application Development & Delivery Software,0583 Frais de licence/maintenance de logiciels d'application (comprenant les logiciels commerciaux) & logiciels d'élaboration et de mise en œuvre d'applications,2016-04-01,2017-03-31,24679.2,24679.2,,Renewal of annual software license and maintenance for the Commission's financial system.,Renouvellement annuel d’une licence de logiciel et entretien du système financier de la Commission.,,,,,,G,N7030,CA,TN,,0,,N,B,N,N,1,EN578-100808/055/EE,C,,,,,,2015-2016-Q4,,,*,,both,both
